chr1	1335276	1349418
chr1	1785285	1892292
chr1	3630767	3652761
chr1	3652516	3736201
chr1	3812086	3857396
chr1	5862811	5992473
chr1	11106535	11262556
chr1	16231692	16237183
chr1	16740273	16972964
chr1	19664875	19680966
chr1	20186096	20196050
chr1	20664014	20718017
chr1	23084030	23177808
chr1	26900238	26946871
chr1	32200595	32205453
chr1	36084094	36088275
chr1	36136570	36156053
chr1	37556919	37566857
chr1	37860697	37947053
chr1	39081316	39487177
chr1	43172330	43254358
chr1	43358981	43363203
chr1	45510914	45542732
chr1	47250139	47314892
chr1	52372829	52404423
chr1	63523372	63572693
chr1	84643706	84690803
chr1	93448118	93554661
chr1	100083563	100132955
chr1	100345001	100520277
chr1	100538139	100542021
chr1	109249539	109275751
chr1	111346600	111353013
chr1	117953590	118185228
chr1	150067279	150145329
chr1	159998651	160070160
chr1	160400564	160428670
chr1	161364733	161367876
chr1	167630093	167708696
chr1	168079542	168137667
chr1	169132531	169367948
chr1	169394870	169460669
chr1	179954674	180114880
chr1	200551497	200620751
chr1	200623896	200669907
chr1	205767986	205775482
chr1	209686178	209734949
chr1	210676823	211134165
chr1	211658657	211675630
chr1	214603185	214664574
chr1	215622891	216423448
chr1	231626790	232041272
chr1	243124428	243255348
chr1	243256034	243500091
chr2	9488486	9556732
chr2	10056473	10080944
chr2	10911934	10914225
chr2	19910263	19990105
chr2	24819169	24920237
chr2	25926598	25982749
chr2	26034084	26137454
chr2	26401920	26456711
chr2	27042364	27070622
chr2	27370496	27377535
chr2	27444377	27489805
chr2	29060976	29074523
chr2	31234152	31269451
chr2	43774039	43810010
chr2	55519604	55545079
chr2	61824848	61854143
chr2	62500218	62511894
chr2	63119559	63827843
chr2	65056354	65087004
chr2	65227788	65271253
chr2	72175984	72826041
chr2	73202574	73212513
chr2	73385758	73625166
chr2	84516455	84819589
chr2	86440647	86492716
chr2	94871430	94876823
chr2	95025677	95053992
chr2	98997261	99154964
chr2	110122311	110205066
chr2	113627229	113643396
chr2	119544432	119662251
chr2	120735623	120992653
chr2	159712457	159771027
chr2	165857475	165953851
chr2	169479480	169506655
chr2	170178145	170655171
chr2	177218667	177392756
chr2	177548998	177552796
chr2	177612999	177618742
chr2	183117513	183161680
chr2	185738804	185833290
chr2	195737703	196068837
chr2	201620184	201643570
chr2	213284389	214410501
chr2	218356857	218368099
chr2	218672069	218702716
chr2	219002846	219041527
chr2	219249710	219277902
chr2	226731312	226799820
chr2	227871054	227924344
chr2	231198546	231376848
chr2	231732433	231786272
chr2	232765802	232776565
chr2	237574322	237601614
chr2	238320441	238400897
chr3	8980591	9363053
chr3	9808086	9855138
chr3	10141778	10153667
chr3	27106484	27369460
chr3	38039205	38124025
chr3	41194741	41260096
chr3	41246599	41962130
chr3	42705756	42773253
chr3	45823316	45916042
chr3	48636463	48662886
chr3	50191610	50197696
chr3	50341110	50345732
chr3	52075226	52154690
chr3	52316319	52400492
chr3	52708444	52770946
chr3	56557161	56621837
chr3	57571363	57598220
chr3	64092236	64445476
chr3	64515654	64688000
chr3	93980139	94055678
chr3	97764521	97801229
chr3	101724534	101770562
chr3	108160812	108222435
chr3	108549864	108589644
chr3	112532510	112562046
chr3	119821321	120094994
chr3	120392293	120451016
chr3	121663199	121749966
chr3	121769761	121835079
chr3	123282296	123449090
chr3	126394909	126436556
chr3	127571232	127598267
chr3	127598410	127622436
chr3	128064778	128153914
chr3	129429607	129520510
chr3	129528639	129535344
chr3	130678934	130746829
chr3	132680609	132722432
chr3	138061990	138115818
chr3	150741125	150763477
chr3	150926163	150972727
chr3	151212117	151278542
chr3	158571163	158607252
chr3	160256986	160399880
chr3	169793003	169812986
chr3	180602858	180684942
chr3	186546067	186570543
chr3	190852737	190892429
chr3	196706277	196712250
chr3	197889077	197960142
chr4	625573	670782
chr4	1793293	1808872
chr4	3041363	3243957
chr4	5542772	5709548
chr4	5711201	5814305
chr4	9781634	9784009
chr4	13361354	13484365
chr4	15469865	15601552
chr4	15963076	16084378
chr4	16160505	16227410
chr4	39182504	39285810
chr4	47935977	48016681
chr4	55948871	56033361
chr4	88007635	88077777
chr4	93828753	93830964
chr4	112285509	112442621
chr4	121328642	121381059
chr4	121824329	121870487
chr4	122732702	122744942
chr4	127623271	127726737
chr4	127880893	127899224
chr4	128809700	128875224
chr4	128864921	129093600
chr4	146706617	146945882
chr4	150264435	151015727
chr4	152936323	152979671
chr4	155208636	155217078
chr4	163343892	163351934
chr4	169369704	169612632
chr5	443175	471937
chr5	612340	667168
chr5	10441524	10472029
chr5	13690328	14011818
chr5	35617844	35814611
chr5	37106228	37249376
chr5	40679915	40693735
chr5	55112971	55173177
chr5	55219564	55227315
chr5	55231152	55233608
chr5	62306162	62391025
chr5	72816312	72916733
chr5	75674124	75717448
chr5	90392257	90409766
chr5	90529344	91164437
chr5	123344890	123423592
chr5	132692628	132737638
chr5	134874371	134901635
chr5	138115175	138139443
chr5	141515016	141619055
chr5	149141483	149260542
chr5	149857953	149944793
chr5	157026742	157069396
chr5	175440036	175444182
chr6	3153497	3157544
chr6	3223324	3231730
chr6	10762723	10838553
chr6	11183298	11382348
chr6	13266542	13328583
chr6	24171755	24358059
chr6	24804282	25042170
chr6	30626842	30646823
chr6	31639028	31652705
chr6	33391823	33409896
chr6	34466061	34535229
chr6	35497874	35512896
chr6	39329990	39725408
chr6	42696598	42722597
chr6	43037617	43053943
chr6	43645036	43672600
chr6	46220736	46491972
chr6	51615299	52087613
chr6	52362123	52529886
chr6	57186992	57222307
chr6	79484991	79537458
chr6	80003887	80042527
chr6	84124241	84227643
chr6	106045423	106325791
chr6	108848416	108974476
chr6	112070663	112087529
chr6	116616479	116632985
chr6	121079494	121334745
chr6	135181308	135219173
chr6	135283407	135498434
chr6	152121687	152637801
chr6	158636474	158644743
chr6	158972871	159000202
chr6	159890988	159917447
chr6	162727132	163315500
chr7	726699	786475
chr7	2558972	2614733
chr7	16859412	16881987
chr7	21543039	21901839
chr7	26291862	26374383
chr7	27830573	28180795
chr7	30651942	30700129
chr7	33109557	33877180
chr7	37848597	37900397
chr7	41960949	42264100
chr7	47740202	47948466
chr7	55019017	55211628
chr7	78017055	79453667
chr7	90245174	90311063
chr7	98877933	99050831
chr7	101310914	101321823
chr7	107470018	107475684
chr7	116524994	116561179
chr7	128772485	128775794
chr7	129188633	129213545
chr7	130393771	130442433
chr7	133253073	134066589
chr7	135557917	135648757
chr7	138831381	138981389
chr7	139133744	139191986
chr7	148807257	148884321
chr7	152025674	152122340
chr7	155799980	155812463
chr8	10606349	10712187
chr8	17922842	18029948
chr8	26514031	26658178
chr8	29067278	29263124
chr8	42391624	42405937
